id_pelanggan,kota_kabupaten_pelanggan,provinsi_pelanggan
CUST000663,Rejang Lebong,Bengkulu
CUST000664,Dumai,Riau
CUST000665,Bangka Barat,Kepulauan Bangka Belitung
CUST000666,Bangka Tengah,Kepulauan Bangka Belitung
CUST000667,Muaro Jambi,Jambi
CUST000668,Padangpanjang,Sumatera Barat
CUST000669,Lampung Utara,Lampung
CUST000670,Merangin,Jambi
CUST000671,Ogan Komering Ilir,Sumatera Selatan
CUST000672,Pematangsiantar,Sumatera Utara
CUST000673,Binjai,Sumatera Utara
CUST000674,Pelalawan,Riau
CUST000675,Kepahiang,Bengkulu
CUST000676,Bangka Barat,Kepulauan Bangka Belitung
CUST000677,Tebing Tinggi,Sumatera Utara
CUST000678,Bengkulu,Bengkulu
CUST000679,Kerinci,Jambi
CUST000680,Pematangsiantar,Sumatera Utara
CUST000681,Musi Banyuasin,Sumatera Selatan
CUST000682,Kerinci,Jambi
CUST000683,Kepahiang,Bengkulu
CUST000684,Palembang,Sumatera Selatan
CUST000685,Indragiri Hilir,Riau
CUST000686,Subulussalam,Aceh
CUST000687,Bangka Barat,Kepulauan Bangka Belitung
CUST000688,Batam,Kepulauan Riau
CUST000689,Tanjungbalai,Sumatera Utara
CUST000690,Lampung Timur,Lampung
CUST000691,Merangin,Jambi
CUST000692,Bengkulu,Bengkulu
CUST000693,Padang,Sumatera Barat
CUST000694,Lhokseumawe,Aceh
CUST000695,Bandar Lampung,Lampung
CUST000696,Binjai,Sumatera Utara
CUST000697,Bangka,Kepulauan Bangka Belitung
CUST000698,Bengkulu Tengah,Bengkulu
CUST000699,Musi Banyuasin,Sumatera Selatan
CUST000700,Bangka Selatan,Kepulauan Bangka Belitung
CUST000701,Natuna,Kepulauan Riau
CUST000702,Payakumbuh,Sumatera Barat
CUST000703,Tebing Tinggi,Sumatera Utara
CUST000704,Lampung Tengah,Lampung
CUST000705,Bengkulu Selatan,Bengkulu
CUST000706,Lhokseumawe,Aceh
CUST000707,Indragiri Hilir,Riau
CUST000708,Metro,Lampung
CUST000709,Palembang,Sumatera Selatan
CUST000710,Lahat,Sumatera Selatan
CUST000711,Palembang,Sumatera Selatan
CUST000712,Bengkulu Selatan,Bengkulu
CUST000713,Pekanbaru,Riau
CUST000714,Bandar Lampung,Lampung
CUST000715,Kampar,Riau
CUST000716,Tanjungpinang,Kepulauan Riau
CUST000717,Lhokseumawe,Aceh
CUST000718,Dumai,Riau
CUST000719,Batam,Kepulauan Riau
CUST000720,Tebing Tinggi,Sumatera Utara
CUST000721,Bangka,Kepulauan Bangka Belitung
CUST000722,Batam,Kepulauan Riau
CUST000723,Bengkalis,Riau
CUST000724,Pariaman,Sumatera Barat
CUST000725,Tanjungpinang,Kepulauan Riau
CUST000726,Muaro Jambi,Jambi
CUST000727,Bukittinggi,Sumatera Barat
CUST000728,Bangka Barat,Kepulauan Bangka Belitung
CUST000729,Padang,Sumatera Barat
CUST000730,Langsa,Aceh
CUST000731,Lhokseumawe,Aceh
CUST000732,Indragiri Hulu,Riau
CUST000733,Palembang,Sumatera Selatan
CUST000734,Padangpanjang,Sumatera Barat
CUST000735,Langsa,Aceh
CUST000736,Bengkulu Utara,Bengkulu
CUST000737,Tanjungbalai,Sumatera Utara
CUST000738,Pematangsiantar,Sumatera Utara
CUST000739,Lampung Utara,Lampung
CUST000740,Lahat,Sumatera Selatan
CUST000741,Tanjungpinang,Kepulauan Riau
CUST000742,Lampung Tengah,Lampung
CUST000743,Indragiri Hulu,Riau
CUST000744,Subulussalam,Aceh
CUST000745,Bungo,Jambi
CUST000746,Banda Aceh,Aceh
CUST000747,Lampung Utara,Lampung
CUST000748,Bengkulu Tengah,Bengkulu
CUST000749,Pematangsiantar,Sumatera Utara
CUST000750,Bandar Lampung,Lampung
CUST000751,Padangsidimpuan,Sumatera Utara
CUST000752,Batam,Kepulauan Riau
CUST000753,Binjai,Sumatera Utara
CUST000754,Kerinci,Jambi
CUST000755,Lingga,Kepulauan Riau
CUST000756,Prabumulih,Sumatera Selatan
CUST000757,Lingga,Kepulauan Riau
CUST000758,Bungo,Jambi
CUST000759,Bangka Tengah,Kepulauan Bangka Belitung
CUST000760,Bengkulu,Bengkulu
CUST000761,Tebing Tinggi,Sumatera Utara
CUST000762,Belitung,Kepulauan Bangka Belitung
CUST000763,Indragiri Hilir,Riau
CUST000764,Metro,Lampung
CUST000765,Bengkulu Selatan,Bengkulu
CUST000766,Lampung Selatan,Lampung
CUST000767,Kaur,Bengkulu
CUST000768,Padangsidimpuan,Sumatera Utara
CUST000769,Bengkulu Selatan,Bengkulu
CUST000770,Batanghari,Jambi
CUST000771,Solok,Sumatera Barat
CUST000772,Bandar Lampung,Lampung
CUST000773,Tebing Tinggi,Sumatera Utara
CUST000774,Medan,Sumatera Utara
CUST000775,Bengkulu,Bengkulu
CUST000776,Ogan Komering Ilir,Sumatera Selatan
CUST000777,Sawahlunto,Sumatera Barat
CUST000778,Subulussalam,Aceh
CUST000779,Bangka Tengah,Kepulauan Bangka Belitung
CUST000780,Musi Banyuasin,Sumatera Selatan
CUST000781,Pematangsiantar,Sumatera Utara
CUST000782,Ogan Komering Ilir,Sumatera Selatan
CUST000783,Kepahiang,Bengkulu
CUST000784,Lhokseumawe,Aceh
CUST000785,Bintan,Kepulauan Riau
CUST000786,Palembang,Sumatera Selatan
CUST000787,Lingga,Kepulauan Riau
CUST000788,Dumai,Riau
CUST000789,Metro,Lampung
CUST000790,Padangsidimpuan,Sumatera Utara
CUST000791,Bangka Barat,Kepulauan Bangka Belitung
CUST000792,Tebing Tinggi,Sumatera Utara
CUST000793,Kerinci,Jambi
CUST000794,Pelalawan,Riau
CUST000795,Kepahiang,Bengkulu
CUST000796,Belitung Timur,Kepulauan Bangka Belitung
CUST000797,Lingga,Kepulauan Riau
CUST000798,Pangkalpinang,Kepulauan Bangka Belitung
CUST000799,Natuna,Kepulauan Riau
CUST000800,Jambi,Jambi
CUST000801,Padangpanjang,Sumatera Barat
CUST000802,Batanghari,Jambi
CUST000803,Palembang,Sumatera Selatan
CUST000804,Pariaman,Sumatera Barat
CUST000805,Sawahlunto,Sumatera Barat
CUST000806,Bengkulu,Bengkulu
CUST000807,Solok,Sumatera Barat
CUST000808,Banda Aceh,Aceh
CUST000809,Bangka,Kepulauan Bangka Belitung
CUST000810,Bengkulu Tengah,Bengkulu
CUST000811,Lampung Barat,Lampung
CUST000812,Padangpanjang,Sumatera Barat
CUST000813,Merangin,Jambi
CUST000814,Ogan Komering Ilir,Sumatera Selatan
CUST000815,Lingga,Kepulauan Riau
CUST000816,Medan,Sumatera Utara
CUST000817,Bukittinggi,Sumatera Barat
CUST000818,Tanjungpinang,Kepulauan Riau
CUST000819,Padangsidimpuan,Sumatera Utara
CUST000820,Lampung Timur,Lampung
CUST000821,Bengkulu Tengah,Bengkulu
CUST000822,Karimun,Kepulauan Riau
CUST000823,Bengkulu Selatan,Bengkulu
CUST000824,Pelalawan,Riau
CUST000825,Pangkalpinang,Kepulauan Bangka Belitung
CUST000826,Prabumulih,Sumatera Selatan
CUST000827,Padangsidimpuan,Sumatera Utara
CUST000828,Karimun,Kepulauan Riau
CUST000829,Belitung,Kepulauan Bangka Belitung
CUST000830,Jambi,Jambi
CUST000831,Indragiri Hilir,Riau
CUST000832,Tanjungpinang,Kepulauan Riau
CUST000833,Langsa,Aceh
CUST000834,Sungai Penuh,Jambi
CUST000835,Pariaman,Sumatera Barat
CUST000836,Batanghari,Jambi
CUST000837,Palembang,Sumatera Selatan
CUST000838,Sabang,Aceh
CUST000839,Rejang Lebong,Bengkulu
CUST000840,Payakumbuh,Sumatera Barat
CUST000841,Belitung,Kepulauan Bangka Belitung
CUST000842,Indragiri Hulu,Riau
CUST000843,Belitung Timur,Kepulauan Bangka Belitung
CUST000844,Palembang,Sumatera Selatan
CUST000845,Kepahiang,Bengkulu
CUST000846,Sabang,Aceh
CUST000847,Sabang,Aceh
CUST000848,Tebing Tinggi,Sumatera Utara
CUST000849,Lahat,Sumatera Selatan
CUST000850,Bengkulu Utara,Bengkulu
CUST000851,Kaur,Bengkulu
CUST000852,Bengkulu Selatan,Bengkulu
CUST000853,Pematangsiantar,Sumatera Utara
CUST000854,Lhokseumawe,Aceh
CUST000855,Pariaman,Sumatera Barat
CUST000856,Karimun,Kepulauan Riau
CUST000857,Palembang,Sumatera Selatan
CUST000858,Kepahiang,Bengkulu
CUST000859,Binjai,Sumatera Utara
CUST000860,Bengkulu Utara,Bengkulu
CUST000861,Bengkulu Utara,Bengkulu
CUST000862,Pematangsiantar,Sumatera Utara
CUST000863,Merangin,Jambi
CUST000864,Lubuklinggau,Sumatera Selatan
CUST000865,Ogan Komering Ilir,Sumatera Selatan
CUST000866,Padang,Sumatera Barat
CUST000867,Belitung,Kepulauan Bangka Belitung
CUST000868,Sibolga,Sumatera Utara
CUST000869,Bangka,Kepulauan Bangka Belitung
CUST000870,Pagar Alam,Sumatera Selatan
CUST000871,Bukittinggi,Sumatera Barat
CUST000872,Binjai,Sumatera Utara
CUST000873,Sungai Penuh,Jambi
CUST000874,Sawahlunto,Sumatera Barat
CUST000875,Pariaman,Sumatera Barat
CUST000876,Binjai,Sumatera Utara
CUST000877,Lampung Selatan,Lampung
CUST000878,Lingga,Kepulauan Riau
CUST000879,Lampung Timur,Lampung
CUST000880,Natuna,Kepulauan Riau
CUST000881,Bintan,Kepulauan Riau
CUST000882,Lubuklinggau,Sumatera Selatan
CUST000883,Bandar Lampung,Lampung
CUST000884,Lampung Selatan,Lampung
CUST000885,Muaro Jambi,Jambi
CUST000886,Kerinci,Jambi
CUST000887,Lhokseumawe,Aceh
CUST000888,Pangkalpinang,Kepulauan Bangka Belitung
CUST000889,Bungo,Jambi
CUST000890,Bandar Lampung,Lampung
CUST000891,Lhokseumawe,Aceh
CUST000892,Jambi,Jambi
CUST000893,Sibolga,Sumatera Utara
CUST000894,Lingga,Kepulauan Riau
CUST000895,Bengkulu Tengah,Bengkulu
CUST000896,Lingga,Kepulauan Riau
CUST000897,Sabang,Aceh
CUST000898,Natuna,Kepulauan Riau
CUST000899,Bengkalis,Riau
CUST000900,Karimun,Kepulauan Riau
CUST000901,Bangka,Kepulauan Bangka Belitung
CUST000902,Sabang,Aceh
CUST000903,Tebing Tinggi,Sumatera Utara
CUST000904,Musi Banyuasin,Sumatera Selatan
CUST000905,Sibolga,Sumatera Utara
CUST000906,Padang,Sumatera Barat
CUST000907,Kampar,Riau
CUST000908,Lampung Selatan,Lampung
CUST000909,Bangka Tengah,Kepulauan Bangka Belitung
CUST000910,Batam,Kepulauan Riau
CUST000911,Pagar Alam,Sumatera Selatan
CUST000912,Bungo,Jambi
CUST000913,Kepahiang,Bengkulu
CUST000914,Musi Banyuasin,Sumatera Selatan
CUST000915,Tanjungpinang,Kepulauan Riau
CUST000916,Palembang,Sumatera Selatan
CUST000917,Palembang,Sumatera Selatan
CUST000918,Belitung,Kepulauan Bangka Belitung
CUST000919,Bengkulu Selatan,Bengkulu
CUST000920,Merangin,Jambi
CUST000921,Batam,Kepulauan Riau
CUST000922,Palembang,Sumatera Selatan
CUST000923,Natuna,Kepulauan Riau
CUST000924,Padangpanjang,Sumatera Barat
CUST000925,Merangin,Jambi
CUST000926,Rejang Lebong,Bengkulu
CUST000927,Natuna,Kepulauan Riau
CUST000928,Padangsidimpuan,Sumatera Utara
CUST000929,Bangka Selatan,Kepulauan Bangka Belitung
CUST000930,Ogan Komering Ilir,Sumatera Selatan
CUST000931,Solok,Sumatera Barat
CUST000932,Pangkalpinang,Kepulauan Bangka Belitung
CUST000933,Bengkulu Utara,Bengkulu
CUST000934,Palembang,Sumatera Selatan
CUST000935,Pagar Alam,Sumatera Selatan
CUST000936,Bukittinggi,Sumatera Barat
CUST000937,Ogan Komering Ilir,Sumatera Selatan
CUST000938,Metro,Lampung
CUST000939,Dumai,Riau
CUST000940,Padang,Sumatera Barat
CUST000941,Muaro Jambi,Jambi
CUST000942,Sibolga,Sumatera Utara
CUST000943,Belitung Timur,Kepulauan Bangka Belitung
CUST000944,Pangkalpinang,Kepulauan Bangka Belitung
CUST000945,Ogan Komering Ilir,Sumatera Selatan
CUST000946,Batam,Kepulauan Riau
CUST000947,Karimun,Kepulauan Riau
CUST000948,Bukittinggi,Sumatera Barat
CUST000949,Pariaman,Sumatera Barat
CUST000950,Batam,Kepulauan Riau
CUST000951,Bandar Lampung,Lampung
CUST000952,Bengkulu Selatan,Bengkulu
CUST000953,Indragiri Hilir,Riau
CUST000954,Bintan,Kepulauan Riau
CUST000955,Metro,Lampung
CUST000956,Bangka,Kepulauan Bangka Belitung
CUST000957,Muaro Jambi,Jambi
CUST000958,Lampung Utara,Lampung
CUST000959,Bengkalis,Riau
CUST000960,Karimun,Kepulauan Riau
CUST000961,Lampung Utara,Lampung
CUST000962,Muaro Jambi,Jambi
CUST000963,Bengkulu Utara,Bengkulu
CUST000964,Bangka Selatan,Kepulauan Bangka Belitung
CUST000965,Pariaman,Sumatera Barat
CUST000966,Pelalawan,Riau
CUST000967,Batam,Kepulauan Riau
CUST000968,Jambi,Jambi
CUST000969,Lampung Utara,Lampung
CUST000970,Lahat,Sumatera Selatan
CUST000971,Tanjungbalai,Sumatera Utara
CUST000972,Belitung Timur,Kepulauan Bangka Belitung
CUST000973,Padangsidimpuan,Sumatera Utara
CUST000974,Tebing Tinggi,Sumatera Utara
CUST000975,Padangpanjang,Sumatera Barat
CUST000976,Lampung Tengah,Lampung
CUST000977,Pariaman,Sumatera Barat
CUST000978,Bengkulu,Bengkulu
CUST000979,Pelalawan,Riau
CUST000980,Lampung Barat,Lampung
CUST000981,Sabang,Aceh
CUST000982,Sabang,Aceh
CUST000983,Bangka Barat,Kepulauan Bangka Belitung
CUST000984,Indragiri Hilir,Riau
CUST000985,Padangsidimpuan,Sumatera Utara
CUST000986,Pekanbaru,Riau
CUST000987,Palembang,Sumatera Selatan
CUST000988,Ogan Komering Ilir,Sumatera Selatan
CUST000989,Bukittinggi,Sumatera Barat
CUST000990,Lhokseumawe,Aceh
CUST000991,Lampung Timur,Lampung
CUST000992,Pariaman,Sumatera Barat
CUST000993,Lampung Selatan,Lampung
CUST000994,Tanjungpinang,Kepulauan Riau
CUST000995,Medan,Sumatera Utara
CUST000996,Sungai Penuh,Jambi
CUST000997,Sawahlunto,Sumatera Barat
CUST000998,Lingga,Kepulauan Riau
CUST000999,Bengkulu,Bengkulu
CUST001000,Sungai Penuh,Jambi
CUST001001,Jambi,Jambi
CUST001002,Langsa,Aceh
CUST001003,Kaur,Bengkulu
CUST001004,Karimun,Kepulauan Riau
CUST001005,Medan,Sumatera Utara
CUST001006,Lampung Tengah,Lampung
CUST001007,Pangkalpinang,Kepulauan Bangka Belitung
CUST001008,Bangka Tengah,Kepulauan Bangka Belitung
CUST001009,Kampar,Riau
CUST001010,Padangpanjang,Sumatera Barat
CUST001011,Bengkulu,Bengkulu
CUST001012,Bintan,Kepulauan Riau
CUST001013,Indragiri Hulu,Riau
CUST001014,Rejang Lebong,Bengkulu
CUST001015,Sibolga,Sumatera Utara
CUST001016,Palembang,Sumatera Selatan
CUST001017,Bangka Tengah,Kepulauan Bangka Belitung
CUST001018,Belitung Timur,Kepulauan Bangka Belitung
CUST001019,Bangka Tengah,Kepulauan Bangka Belitung
CUST001020,Sabang,Aceh
CUST001021,Bandar Lampung,Lampung
CUST001022,Bengkulu Selatan,Bengkulu
CUST001023,Merangin,Jambi
CUST001024,Lhokseumawe,Aceh
CUST001025,Padangsidimpuan,Sumatera Utara
CUST001026,Kampar,Riau
CUST001027,Tebing Tinggi,Sumatera Utara
CUST001028,Natuna,Kepulauan Riau
CUST001029,Lubuklinggau,Sumatera Selatan
CUST001030,Lhokseumawe,Aceh
CUST001031,Bangka Barat,Kepulauan Bangka Belitung
CUST001032,Pariaman,Sumatera Barat
CUST001033,Lampung Timur,Lampung
CUST001034,Lampung Timur,Lampung
CUST001035,Pariaman,Sumatera Barat
CUST001036,Padang,Sumatera Barat
CUST001037,Bandar Lampung,Lampung
CUST001038,Sungai Penuh,Jambi
CUST001039,Langsa,Aceh
CUST001040,Lhokseumawe,Aceh
CUST001041,Kerinci,Jambi
CUST001042,Kepahiang,Bengkulu
CUST001043,Bangka Selatan,Kepulauan Bangka Belitung
CUST001044,Jambi,Jambi
CUST001045,Bengkalis,Riau
CUST001046,Ogan Komering Ilir,Sumatera Selatan
CUST001047,Lhokseumawe,Aceh
CUST001048,Jambi,Jambi
CUST001049,Prabumulih,Sumatera Selatan
CUST001050,Kaur,Bengkulu
CUST001051,Lampung Selatan,Lampung
CUST001052,Lubuklinggau,Sumatera Selatan
CUST001053,Lampung Timur,Lampung
CUST001054,Lampung Barat,Lampung
CUST001055,Bangka Barat,Kepulauan Bangka Belitung
CUST001056,Tanjungbalai,Sumatera Utara
CUST001057,Bengkulu,Bengkulu
CUST001058,Bengkulu Utara,Bengkulu
CUST001059,Sawahlunto,Sumatera Barat
CUST001060,Batanghari,Jambi
CUST001061,Medan,Sumatera Utara
CUST001062,Musi Banyuasin,Sumatera Selatan
CUST001063,Batanghari,Jambi
CUST001064,Lampung Tengah,Lampung
CUST001065,Rejang Lebong,Bengkulu
CUST001066,Lampung Barat,Lampung
CUST001067,Bandar Lampung,Lampung
CUST001068,Lahat,Sumatera Selatan
CUST001069,Bengkulu Selatan,Bengkulu
CUST001070,Banda Aceh,Aceh
CUST001071,Bengkulu Selatan,Bengkulu
CUST001072,Belitung Timur,Kepulauan Bangka Belitung
CUST001073,Padang,Sumatera Barat
CUST001074,Pariaman,Sumatera Barat
CUST001075,Natuna,Kepulauan Riau
CUST001076,Bandar Lampung,Lampung
CUST001077,Padang,Sumatera Barat
CUST001078,Pelalawan,Riau
CUST001079,Pagar Alam,Sumatera Selatan
CUST001080,Bengkulu Utara,Bengkulu
CUST001081,Subulussalam,Aceh
CUST001082,Solok,Sumatera Barat
CUST001083,Lampung Barat,Lampung
CUST001084,Prabumulih,Sumatera Selatan
CUST001085,Sibolga,Sumatera Utara
CUST001086,Sawahlunto,Sumatera Barat
CUST001087,Prabumulih,Sumatera Selatan
CUST001088,Musi Banyuasin,Sumatera Selatan
CUST001089,Sungai Penuh,Jambi
CUST001090,Medan,Sumatera Utara
CUST001091,Payakumbuh,Sumatera Barat
CUST001092,Bangka Selatan,Kepulauan Bangka Belitung
CUST001093,Pangkalpinang,Kepulauan Bangka Belitung
CUST001094,Muaro Jambi,Jambi
CUST001095,Merangin,Jambi
CUST001096,Metro,Lampung
CUST001097,Bintan,Kepulauan Riau
CUST001098,Metro,Lampung
CUST001099,Binjai,Sumatera Utara
CUST001100,Pematangsiantar,Sumatera Utara
CUST001101,Solok,Sumatera Barat
CUST001102,Bandar Lampung,Lampung
CUST001103,Musi Banyuasin,Sumatera Selatan
CUST001104,Musi Banyuasin,Sumatera Selatan
CUST001105,Sibolga,Sumatera Utara
CUST001106,Bangka Barat,Kepulauan Bangka Belitung
CUST001107,Muaro Jambi,Jambi
CUST001108,Solok,Sumatera Barat
CUST001109,Pariaman,Sumatera Barat
CUST001110,Lahat,Sumatera Selatan
CUST001111,Pekanbaru,Riau
CUST001112,Pelalawan,Riau
CUST001113,Bukittinggi,Sumatera Barat
CUST001114,Bandar Lampung,Lampung
CUST001115,Lahat,Sumatera Selatan
CUST001116,Bintan,Kepulauan Riau
CUST001117,Lampung Utara,Lampung
CUST001118,Bangka,Kepulauan Bangka Belitung
CUST001119,Tanjungpinang,Kepulauan Riau
CUST001120,Padangsidimpuan,Sumatera Utara
CUST001121,Kaur,Bengkulu
CUST001122,Lampung Tengah,Lampung
CUST001123,Kepahiang,Bengkulu
CUST001124,Kepahiang,Bengkulu
CUST001125,Tanjungpinang,Kepulauan Riau
CUST001126,Padangpanjang,Sumatera Barat
CUST001127,Pematangsiantar,Sumatera Utara
CUST001128,Lampung Timur,Lampung
CUST001129,Bangka Barat,Kepulauan Bangka Belitung
CUST001130,Pariaman,Sumatera Barat
CUST001131,Belitung,Kepulauan Bangka Belitung
CUST001132,Batam,Kepulauan Riau
CUST001133,Payakumbuh,Sumatera Barat
CUST001134,Belitung Timur,Kepulauan Bangka Belitung
CUST001135,Banda Aceh,Aceh
CUST001136,Bangka,Kepulauan Bangka Belitung
CUST001137,Sungai Penuh,Jambi
CUST001138,Padangpanjang,Sumatera Barat
CUST001139,Bengkalis,Riau
CUST001140,Bangka Barat,Kepulauan Bangka Belitung
CUST001141,Padangsidimpuan,Sumatera Utara
CUST001142,Kampar,Riau
CUST001143,Bangka Barat,Kepulauan Bangka Belitung
CUST001144,Solok,Sumatera Barat
CUST001145,Kerinci,Jambi
CUST001146,Pangkalpinang,Kepulauan Bangka Belitung
CUST001147,Belitung,Kepulauan Bangka Belitung
CUST001148,Sawahlunto,Sumatera Barat
CUST001149,Batam,Kepulauan Riau
CUST001150,Solok,Sumatera Barat
CUST001151,Natuna,Kepulauan Riau
CUST001152,Bintan,Kepulauan Riau
CUST001153,Tanjungpinang,Kepulauan Riau
CUST001154,Banda Aceh,Aceh
CUST001155,Subulussalam,Aceh
CUST001156,Merangin,Jambi
CUST001157,Pelalawan,Riau
CUST001158,Karimun,Kepulauan Riau
CUST001159,Natuna,Kepulauan Riau
CUST001160,Sabang,Aceh
CUST001161,Bangka Barat,Kepulauan Bangka Belitung
CUST001162,Bungo,Jambi
CUST001163,Pelalawan,Riau
CUST001164,Bengkulu Selatan,Bengkulu
CUST001165,Bandar Lampung,Lampung
CUST001166,Langsa,Aceh
CUST001167,Lampung Selatan,Lampung
CUST001168,Lampung Selatan,Lampung
CUST001169,Bengkalis,Riau
CUST001170,Batam,Kepulauan Riau
CUST001171,Ogan Komering Ilir,Sumatera Selatan
CUST001172,Musi Banyuasin,Sumatera Selatan
CUST001173,Prabumulih,Sumatera Selatan
CUST001174,Pariaman,Sumatera Barat
CUST001175,Lahat,Sumatera Selatan
CUST001176,Pangkalpinang,Kepulauan Bangka Belitung
CUST001177,Lubuklinggau,Sumatera Selatan
CUST001178,Bandar Lampung,Lampung
CUST001179,Bungo,Jambi
CUST001180,Dumai,Riau
CUST001181,Medan,Sumatera Utara
CUST001182,Bungo,Jambi
CUST001183,Karimun,Kepulauan Riau
CUST001184,Pelalawan,Riau
CUST001185,Pariaman,Sumatera Barat
CUST001186,Lahat,Sumatera Selatan
CUST001187,Lubuklinggau,Sumatera Selatan
CUST001188,Payakumbuh,Sumatera Barat
CUST001189,Bangka Selatan,Kepulauan Bangka Belitung
CUST001190,Lampung Barat,Lampung
CUST001191,Bandar Lampung,Lampung
CUST001192,Pematangsiantar,Sumatera Utara
CUST001193,Bangka Selatan,Kepulauan Bangka Belitung
CUST001194,Dumai,Riau
CUST001195,Bintan,Kepulauan Riau
CUST001196,Banda Aceh,Aceh
CUST001197,Bungo,Jambi
CUST001198,Natuna,Kepulauan Riau
CUST001199,Lampung Barat,Lampung
CUST001200,Pangkalpinang,Kepulauan Bangka Belitung
CUST001201,Pematangsiantar,Sumatera Utara
CUST001202,Padangpanjang,Sumatera Barat
CUST001203,Ogan Komering Ilir,Sumatera Selatan
CUST001204,Bengkulu Selatan,Bengkulu
CUST001205,Sabang,Aceh
CUST001206,Subulussalam,Aceh
CUST001207,Bangka,Kepulauan Bangka Belitung
CUST001208,Lahat,Sumatera Selatan
CUST001209,Jambi,Jambi
CUST001210,Bengkulu Utara,Bengkulu
CUST001211,Lampung Utara,Lampung
CUST001212,Bangka Barat,Kepulauan Bangka Belitung
CUST001213,Natuna,Kepulauan Riau
CUST001214,Tanjungpinang,Kepulauan Riau
CUST001215,Padang,Sumatera Barat
CUST001216,Bengkulu Selatan,Bengkulu
CUST001217,Lahat,Sumatera Selatan
CUST001218,Ogan Komering Ilir,Sumatera Selatan
CUST001219,Bukittinggi,Sumatera Barat
CUST001220,Lingga,Kepulauan Riau
CUST001221,Bengkulu Utara,Bengkulu
CUST001222,Banda Aceh,Aceh
CUST001223,Langsa,Aceh
CUST001224,Ogan Komering Ilir,Sumatera Selatan
CUST001225,Lampung Tengah,Lampung
CUST001226,Metro,Lampung
CUST001227,Lingga,Kepulauan Riau
CUST001228,Padangpanjang,Sumatera Barat
CUST001229,Bintan,Kepulauan Riau
CUST001230,Payakumbuh,Sumatera Barat
CUST001231,Natuna,Kepulauan Riau
CUST001232,Kerinci,Jambi
CUST001233,Lahat,Sumatera Selatan
CUST001234,Bangka Tengah,Kepulauan Bangka Belitung
CUST001235,Lampung Timur,Lampung
CUST001236,Bintan,Kepulauan Riau
CUST001237,Lampung Utara,Lampung
CUST001238,Lhokseumawe,Aceh
CUST001239,Musi Banyuasin,Sumatera Selatan
CUST001240,Pematangsiantar,Sumatera Utara
CUST001241,Bintan,Kepulauan Riau
CUST001242,Subulussalam,Aceh
CUST001243,Lampung Barat,Lampung
CUST001244,Lingga,Kepulauan Riau
CUST001245,Kampar,Riau
CUST001246,Subulussalam,Aceh
CUST001247,Metro,Lampung
CUST001248,Belitung,Kepulauan Bangka Belitung
CUST001249,Karimun,Kepulauan Riau
CUST001250,Pariaman,Sumatera Barat
CUST001251,Pekanbaru,Riau
CUST001252,Natuna,Kepulauan Riau
CUST001253,Binjai,Sumatera Utara
CUST001254,Sabang,Aceh
CUST001255,Prabumulih,Sumatera Selatan
CUST001256,Payakumbuh,Sumatera Barat
CUST001257,Indragiri Hilir,Riau
CUST001258,Belitung Timur,Kepulauan Bangka Belitung
CUST001259,Karimun,Kepulauan Riau
CUST001260,Langsa,Aceh
CUST001261,Bangka,Kepulauan Bangka Belitung
CUST001262,Bangka Barat,Kepulauan Bangka Belitung
CUST001263,Lampung Tengah,Lampung
CUST001264,Bengkulu Selatan,Bengkulu
CUST001265,Payakumbuh,Sumatera Barat
CUST001266,Bangka Barat,Kepulauan Bangka Belitung
CUST001267,Bangka Barat,Kepulauan Bangka Belitung
CUST001268,Kerinci,Jambi
CUST001269,Metro,Lampung
CUST001270,Bengkalis,Riau
CUST001271,Bangka Barat,Kepulauan Bangka Belitung
CUST001272,Bengkalis,Riau
CUST001273,Merangin,Jambi
CUST001274,Kampar,Riau
CUST001275,Lampung Barat,Lampung
CUST001276,Lampung Barat,Lampung
CUST001277,Belitung Timur,Kepulauan Bangka Belitung
CUST001278,Batanghari,Jambi
CUST001279,Sibolga,Sumatera Utara
CUST001280,Bangka Selatan,Kepulauan Bangka Belitung
CUST001281,Kepahiang,Bengkulu
CUST001282,Ogan Komering Ilir,Sumatera Selatan
CUST001283,Padangpanjang,Sumatera Barat
CUST001284,Lhokseumawe,Aceh
CUST001285,Padangsidimpuan,Sumatera Utara
CUST001286,Lampung Timur,Lampung
CUST001287,Merangin,Jambi
CUST001288,Metro,Lampung
CUST001289,Pelalawan,Riau
CUST001290,Bangka Barat,Kepulauan Bangka Belitung
CUST001291,Belitung,Kepulauan Bangka Belitung
CUST001292,Sungai Penuh,Jambi
CUST001293,Sibolga,Sumatera Utara
CUST001294,Batam,Kepulauan Riau
CUST001295,Pekanbaru,Riau
CUST001296,Bangka,Kepulauan Bangka Belitung
CUST001297,Pekanbaru,Riau
CUST001298,Pematangsiantar,Sumatera Utara
CUST001299,Musi Banyuasin,Sumatera Selatan
CUST001300,Bandar Lampung,Lampung
CUST001301,Padang,Sumatera Barat
CUST001302,Bangka,Kepulauan Bangka Belitung
CUST001303,Kaur,Bengkulu
CUST001304,Lampung Selatan,Lampung
CUST001305,Pelalawan,Riau
CUST001306,Batanghari,Jambi
CUST001307,Merangin,Jambi
CUST001308,Banda Aceh,Aceh
CUST001309,Batam,Kepulauan Riau
